image_name,drowsiness_state,left_EAR,right_EAR,avg_EAR,MAR,lip_distance,mouth_width_height_ratio,head_tilt,head_nod,eyebrow_distance,eyebrow_asymmetry,facial_droop_asymmetry
X0463.png,1,0.204334474,0.204545455,0.204439964,0,0,0,-0.013332543,1.536910997,18.91337313,0.394390939,1
X0464.png,1,0.216398111,0.214285714,0.215341913,0,0,0,-0.013512691,1.553848797,19.75914226,0.334425644,0
X0465.png,1,0.193188366,0.181818182,0.187503274,0,0,0,-0.013512691,1.521655592,19.41264373,0.025221684,1
X0466.png,1,0.216970941,0.204545455,0.210758198,0,0,0,-0.013512691,1.520837931,19.60660172,0.298837654,1
X0467.png,1,0.188561808,0.202824269,0.195693038,0,0,0,-0.027390408,1.537475331,20.68002143,0.060927519,1
X0468.png,1,0.215667446,0.181818182,0.198742814,0.014285714,1,35,-0.027020449,1.537475331,19.41264373,0.012072889,1
X0469.png,1,0.237825747,0.229286427,0.233556087,0.028559774,1,35.0142828,-0.013332543,1.536910997,19.41264373,0.395120332,2
X0470.png,1,0.214043172,0.217216801,0.215629986,0.014279887,1,35.0142828,-0.027020449,1.554131203,18.55248659,0.372230033,1
X0471.png,1,0.204334474,0.204334474,0.204334474,0,0,0,-0.013332543,1.538021182,18.91337313,0.408269127,2
X0472.png,1,0.214043172,0.181630644,0.197836908,0,0,0,-0.013332543,1.537475331,18.91337313,0.408269127,2
X0473.png,1,0.229286427,0.204334474,0.21681045,0,0,0,-0.013332543,1.554131203,18.56636478,0.358351845,2
X0474.png,1,0.216398111,0.206582596,0.211490354,0.014279887,1,35.0142828,-0.013332543,1.537475331,18.92471662,0.075283379,2
X0475.png,1,0.207129443,0.206582596,0.20685602,0,0,0,-0.013157135,1.537475331,20.11975051,0.84673006,1
X0476.png,1,0.190260598,0.204545455,0.197403026,0,0,0,-0.013332543,1.536910997,19.41264373,0.025221684,1
X0477.png,1,0.193188366,0.190260598,0.191724482,0,0,0,-0.013697773,1.536910997,19.45198152,0.178961071,0
X0478.png,1,0.206582596,0.214043172,0.210312884,0.014699526,0,0,-0.013332543,1.536910997,19.41264373,0.487927111,2
X0479.png,1,0.207129443,0.207129443,0.207129443,0,0,0,-0.013157135,1.537475331,19.27302045,0.371003548,2
X0480.png,1,0.153292386,0.17785546,0.165573923,0.028559774,1,35.0142828,-0.014284743,1.536327226,22.44711527,0.7151678,2
X0481.png,1,0.193188366,0.190260598,0.191724482,0.014279887,1,35.0142828,-0.013512691,1.537475331,19.81162885,0.039337792,1
X0482.png,1,0.216970941,0.214043172,0.215507057,0,0,0,-0.013887996,1.552941082,18.89949494,0.025221684,2
X0483.png,1,0.190260598,0.190260598,0.190260598,0.015144563,0,0,-0.013697773,1.535097214,18.20626634,0.346220243,2
X0484.png,1,0.216970941,0.204334474,0.210652708,0.014285714,0,0,-0.013512691,1.537475331,19.25914226,0.0486218,1
X0485.png,1,0.195453952,0.190260598,0.192857275,0,0,0,-0.027390408,1.520837931,19.75914226,0.013148795,1
X0486.png,1,0.214043172,0.204334474,0.209188823,0,0,0,-0.013157135,1.554131203,19.39949494,0.408269127,1
X0487.png,1,0.207129443,0.20734331,0.207236377,0,0,0,-0.013157135,1.553848797,19.62047991,0.298837654,1
X0488.png,1,0.19047619,0.214285714,0.202380952,0,0,0,-0.013332543,1.537475331,19.06563538,0.447513413,1
X0489.png,1,0.190260598,0.19047619,0.190368394,0,0,0,-0.013512691,1.519992623,19.41264373,0.395120332,1
X0490.png,1,0.190260598,0.181818182,0.18603939,0.028559774,1,35.0142828,-0.013512691,1.537475331,19.41264373,0.012072889,1
X0491.png,1,0.237825747,0.227272727,0.232549237,0.014279887,0,0,-0.013512691,1.536910997,18.93859481,0.334425644,2
X0492.png,1,0.204334474,0.181818182,0.193076328,0,0,0,-0.013157135,1.554131203,20.13014581,0.322381749,1
X0493.png,1,0.204334474,0.216398111,0.210366293,0.028559774,1,35.0142828,-0.013332543,1.520837931,19.41264373,0.091001479,2
X0494.png,1,0.164991582,0.165915912,0.165453747,0,0,0,-0.013512691,1.536910997,21.02384997,0.045501673,1
X0495.png,1,0.190260598,0.193188366,0.191724482,0.014699526,0,0,-0.013512691,1.537475331,19.41264373,0.395120332,1
X0496.png,1,0.190260598,0.204334474,0.197297536,0,0,0,-0.013512691,1.537475331,19.27302045,0.0486218,1
X0497.png,1,0.193188366,0.206582596,0.199885481,0.014705882,0,0,0,1.537475331,19.77229106,0.27229106,1
X0498.png,1,0.193188366,0.181630644,0.187409505,0,0,0,-0.013512691,1.552941082,19.25914226,0.0486218,0
X0499.png,1,0.190260598,0.216970941,0.203615769,0,0,0,-0.013697773,1.554131203,19.41264373,0.487927111,1
X0500.png,1,0.216970941,0.204334474,0.210652708,0,0,0,-0.013512691,1.537475331,18.89949494,0.039099873,1
X0501.png,1,0.214043172,0.204334474,0.209188823,0,0,0,-0.013332543,1.536910997,18.91337313,0.394390939,2
X0502.png,1,0.149255579,0.149812851,0.149534215,0.014699526,1,34.0147027,-0.028977394,1.518213265,21.7458283,0.776393909,1
X0503.png,1,0.189618185,0.199750468,0.194684327,0.02019481,0,0,-0.013697773,1.554131203,19.77229106,0,1
X0504.png,1,0.189618185,0.19047619,0.190047188,0.014285714,1,35,-0.027020449,1.535097214,18.89949494,0.29480858,1
X0505.png,1,0.181630644,0.204334474,0.192982559,0,0,0,0,1.537475331,19.41264373,0.025221684,1
X0506.png,1,0.193188366,0.214285714,0.20373704,0.029399052,1,34.0147027,-0.013512691,1.536327226,19.39949494,0.460900127,1
X0507.png,1,0.149255579,0.149812851,0.149534215,0.014279887,0,0,-0.028563658,1.552941082,21.71182505,0.070321467,1
X0508.png,1,0.166478023,0.166478023,0.166478023,0,0,0,-0.013697773,1.552941082,19.41264373,0.025221684,0
X0509.png,1,0.207129443,0.204334474,0.205731959,0,0,0,-0.013157135,1.537475331,20.10660172,0.847459453,1
X0510.png,1,0.190260598,0.190260598,0.190260598,0.027777778,1,36,-0.013512691,1.537475331,18.91337313,0.907539734,1
X0511.png,1,0.189618185,0.214043172,0.201830679,0.014699526,1,34.0147027,-0.013332543,1.537475331,19.77229106,0.513148795,2
X0512.png,1,0.216398111,0.204334474,0.210366293,0.028559774,1,35.0142828,-0.013332543,1.537475331,18.89949494,0.408269127,2
X0513.png,1,0.214043172,0.207129443,0.210586308,0,0,0,-0.013332543,1.537475331,19.41264373,0.025221684,1
X0514.png,1,0.181630644,0.184425613,0.183028128,0.013513514,1,37,-0.012986283,1.553848797,20.13014581,0.070321467,1
X0515.png,1,0.199750468,0.190260598,0.195005533,0,0,0,-0.013697773,1.536910997,19.41264373,0.347008349,1
X0516.png,1,0.181630644,0.181630644,0.181630644,0,0,0,-0.013332543,1.519992623,19.39949494,0.038370479,1
X0517.png,1,0.169762262,0.190260598,0.18001143,0.013888889,0,0,-0.013697773,1.554131203,20.11975051,0.023544095,1
X0518.png,1,0.213320458,0.214043172,0.213681815,0.014279887,1,35.0142828,-0.013697773,1.537475331,19.39949494,0.419393178,1
X0519.png,1,0.149255579,0.149812851,0.149534215,0,0,0,-0.014284743,1.552616512,21.52325579,0.345598426,0
X0520.png,1,0.165915912,0.166478023,0.166196968,0.013883534,1,36.01388621,-0.013332543,1.537475331,19.77229106,0.499343402,1
X0521.png,1,0.181630644,0.190260598,0.185945621,0,0,0,-0.013332543,1.554131203,20.11975051,0.347459453,1
X0522.png,1,0.189618185,0.196116135,0.19286716,0,0,0,-0.013512691,1.537475331,19.27302045,0.85712536,1
X0523.png,1,0.214043172,0.240180686,0.227111929,0.014699526,1,34.0147027,-0.013512691,1.536910997,19.39949494,0.091730873,2
X0524.png,1,0.224719276,0.214043172,0.219381224,0,0,0,-0.013887996,1.552941082,18.55248659,0.372230033,1
X0525.png,1,0.190260598,0.193188366,0.191724482,0.014279887,0,0,-0.013697773,1.537475331,19.93720882,0.499343402,1
